train_r2,validation_r2,mae,rmse,model,cv_r2_mean,cv_r2_std
0.019558554921370375,-0.019769138146259246,23877.144632345222,27794.41506423541,Linear Regression,-0.027549607589826407,0.009219126894687967
0.5227812111474879,-0.03060086539857476,24045.99375341136,27941.637744365995,Random Forest,-0.03187329380106132,0.020725236905287173
